0.000000	-1.139318E-14	-3.050382E-16	1.618775E-15	-3.246697E-15	1.915313E-14
0.005000	-1.669282E-13	7.493251E-15	2.566310E-14	-6.722266E-14	2.861891E-13
0.010000	-1.211752E-12	1.591395E-13	1.937870E-13	-6.483686E-13	2.126871E-12
0.015000	-5.859013E-12	1.385176E-12	9.247087E-13	-3.987840E-12	1.055813E-11
0.020000	-2.142159E-11	7.779626E-12	3.082597E-12	-1.792310E-11	3.964360E-11
0.025000	-6.378355E-11	3.266267E-11	7.277661E-12	-6.370102E-11	1.207340E-10
0.030000	-1.626913E-10	1.105195E-10	1.050540E-11	-1.886971E-10	3.118511E-10
0.035000	-3.690032E-10	3.156801E-10	-2.612198E-12	-4.836990E-10	7.043050E-10
0.040000	-7.654818E-10	7.856895E-10	-7.680985E-11	-1.103045E-9	1.421032E-9
0.045000	-1.482644E-9	1.743704E-9	-3.127322E-10	-2.284267E-9	2.600939E-9
0.050000	-2.719020E-9	3.511049E-9	-9.009230E-10	-4.361511E-9	4.365371E-9
0.055000	-4.761006E-9	6.499024E-9	-2.155829E-9	-7.764066E-9	6.766860E-9
0.060000	-7.992556E-9	1.116873E-8	-4.536306E-9	-1.298882E-8	9.725935E-9
0.065000	-1.288076E-8	1.794980E-8	-8.634044E-9	-2.053470E-8	1.296793E-8
0.070000	-1.992141E-8	2.711413E-8	-1.510950E-8	-3.078920E-8	1.597672E-8
0.075000	-2.953019E-8	3.860853E-8	-2.455857E-8	-4.386327E-8	1.798472E-8
0.080000	-4.187187E-8	5.186068E-8	-3.730333E-8	-5.937993E-8	1.801568E-8
0.085000	-5.663133E-8	6.558379E-8	-5.311673E-8	-7.623516E-8	1.498936E-8
0.090000	-7.274583E-8	7.761496E-8	-7.091189E-8	-9.236307E-8	7.884597E-9
0.095000	-8.813593E-8	8.482784E-8	-8.844846E-8	-1.045513E-7	-4.056397E-9
0.100000	-9.948870E-8	8.316201E-8	-1.021262E-7	-1.083639E-7	-2.111126E-8
0.105000	-1.021602E-7	6.780806E-8	-1.069456E-7	-9.823179E-8	-4.288491E-8
0.110000	-9.026886E-8	3.357960E-8	-9.671104E-8	-6.777003E-8	-6.817979E-8
0.115000	-5.704618E-8	-2.451053E-8	-6.453680E-8	-1.036014E-8	-9.496333E-8
0.120000	4.508372E-9	-1.104733E-7	-3.680244E-9	7.998534E-8	-1.204564E-7
0.125000	1.006515E-7	-2.263965E-7	9.131546E-8	2.074990E-7	-1.413502E-7
0.130000	2.356268E-7	-3.713913E-7	2.232427E-7	3.733399E-7	-1.541410E-7
0.135000	4.101823E-7	-5.405291E-7	3.907449E-7	5.741909E-7	-1.555502E-7
0.140000	6.200070E-7	-7.239006E-7	5.869078E-7	8.009307E-7	-1.429793E-7
0.145000	8.542759E-7	-9.059514E-7	7.981513E-7	1.037573E-6	-1.149340E-7
0.150000	1.094529E-6	-1.065265E-6	1.003663E-6	1.260692E-6	-7.134431E-8
0.155000	1.314141E-6	-1.174959E-6	1.175612E-6	1.439564E-6	-1.371514E-8
0.160000	1.478632E-6	-1.203837E-6	1.280328E-6	1.537196E-6	5.494152E-8
0.165000	1.547037E-6	-1.118386E-6	1.280571E-6	1.512418E-6	1.304079E-7
0.170000	1.474483E-6	-8.856607E-7	1.138889E-6	1.323058E-6	2.077747E-7
0.175000	1.216021E-6	-4.769645E-7	8.219416E-7	9.301738E-7	2.821077E-7
0.180000	7.316122E-7	1.278183E-7	3.055121E-7	3.031572E-7	3.491753E-7
0.185000	-7.955474E-9	9.355337E-7	-4.201965E-7	-5.746077E-7	4.061224E-7
0.190000	-1.014633E-6	1.935096E-6	-1.345523E-6	-1.699962E-6	4.519700E-7
0.195000	-2.276701E-6	3.093339E-6	-2.437178E-6	-3.044633E-6	4.878295E-7
0.200000	-3.753074E-6	4.351922E-6	-3.635585E-6	-4.550971E-6	5.167477E-7
0.205000	-5.369068E-6	5.625869E-6	-4.854354E-6	-6.129455E-6	5.431389E-7
0.210000	-7.014438E-6	6.804281E-6	-5.982372E-6	-7.658620E-6	5.718162E-7
0.215000	-8.544406E-6	7.753679E-6	-6.888858E-6	-8.987984E-6	6.066866E-7
0.220000	-9.784304E-6	8.324278E-6	-7.431461E-6	-9.944382E-6	6.492354E-7
0.225000	-1.053820E-5	8.359310E-6	-7.467184E-6	-1.034189E-5	6.969733E-7
0.230000	-1.060161E-5	7.707210E-6	-6.865641E-6	-9.995202E-6	7.420533E-7
0.235000	-9.777989E-6	6.236231E-6	-5.523790E-6	-8.736060E-6	7.702851E-7
0.240000	-7.898343E-6	3.850702E-6	-3.381034E-6	-6.431798E-6	7.607684E-7
0.245000	-4.842804E-6	5.078641E-7	-4.333625E-7	-3.004927E-6	6.863399E-7
0.250000	-5.626812E-7	-3.766076E-6	3.254927E-6	1.547805E-6	5.149803E-7
0.255000	4.898879E-6	-8.862199E-6	7.543381E-6	7.138606E-6	2.122562E-7
0.260000	1.138972E-5	-1.457910E-5	1.221276E-5	1.357595E-5	-2.552104E-7
0.265000	1.863712E-5	-2.061872E-5	1.696872E-5	2.055791E-5	-9.153553E-7
0.270000	2.624407E-5	-2.658923E-5	2.145241E-5	2.767306E-5	-1.785580E-6
0.275000	3.369504E-5	-3.201611E-5	2.525836E-5	3.441057E-5	-2.867284E-6
0.280000	4.037269E-5	-3.636218E-5	2.795898E-5	4.017996E-5	-4.140443E-6
0.285000	4.558628E-5	-3.905656E-5	2.913495E-5	4.434107E-5	-5.558772E-6
