0.000000	-1.598127E-14	-6.025629E-14
0.005000	-2.079959E-13	-9.081908E-13
0.010000	-1.349095E-12	-6.769924E-12
0.015000	-5.908006E-12	-3.356232E-11
0.020000	-1.996860E-11	-1.255977E-10
0.025000	-5.636258E-11	-3.816581E-10
0.030000	-1.399553E-10	-9.882276E-10
0.035000	-3.168309E-10	-2.255830E-9
0.040000	-6.697253E-10	-4.654063E-9
0.045000	-1.341778E-9	-8.841106E-9
0.050000	-2.568937E-9	-1.568328E-8
0.055000	-4.718376E-9	-2.625954E-8
0.060000	-8.327139E-9	-4.184538E-8
0.065000	-1.413300E-8	-6.387167E-8
0.070000	-2.308865E-8	-9.385708E-8
0.075000	-3.635048E-8	-1.333167E-7
0.080000	-5.523466E-8	-1.836536E-7
0.085000	-8.113412E-8	-2.460435E-7
0.090000	-1.153916E-7	-3.213199E-7
0.095000	-1.591250E-7	-4.098699E-7
0.100000	-2.130016E-7	-5.115437E-7
0.105000	-2.769608E-7	-6.255885E-7
0.110000	-3.498857E-7	-7.506091E-7
0.115000	-4.292243E-7	-8.845602E-7
0.120000	-5.105638E-7	-1.024768E-6
0.125000	-5.871615E-7	-1.167976E-6
0.130000	-6.494414E-7	-1.310408E-6
0.135000	-6.844653E-7	-1.447848E-6
0.140000	-6.753897E-7	-1.575728E-6
0.145000	-6.009207E-7	-1.689238E-6
0.150000	-4.347806E-7	-1.783440E-6
0.155000	-1.451994E-7	-1.853411E-6
0.160000	3.055525E-7	-1.894387E-6
0.165000	9.615741E-7	-1.901925E-6
0.170000	1.873671E-6	-1.872082E-6
0.175000	3.099602E-6	-1.801585E-6
0.180000	4.704233E-6	-1.688017E-6
0.185000	6.759567E-6	-1.529995E-6
0.190000	9.344667E-6	-1.327336E-6
0.195000	1.254545E-5	-1.081218E-6
0.200000	1.645434E-5	-7.943154E-7
0.205000	2.116981E-5	-4.709214E-7
0.210000	2.679574E-5	-1.170421E-7
0.215000	3.344073E-5	2.595392E-7
0.220000	4.121720E-5	6.492306E-7
0.225000	5.024041E-5	1.040636E-6
0.230000	6.062742E-5	1.420598E-6
0.235000	7.249588E-5	1.774276E-6
0.240000	8.596285E-5	2.085263E-6
0.245000	0.000101	2.335740E-6
0.250000	0.000118	2.506665E-6
0.255000	0.000137	2.577995E-6
0.260000	0.000158	2.528941E-6
0.265000	0.000181	2.338253E-6
0.270000	0.000206	1.984527E-6
0.275000	0.000234	1.446533E-6
0.280000	0.000264	7.035548E-7
0.285000	0.000296	-2.642624E-7
0.290000	0.000331	-1.475562E-6
0.295000	0.000368	-2.947430E-6
0.300000	0.000408	-4.695059E-6
0.305000	0.000450	-6.731430E-6
0.310000	0.000495	-9.067019E-6
0.315000	0.000542	-1.170953E-5
0.320000	0.000592	-1.466365E-5
0.325000	0.000643	-1.793086E-5
0.330000	0.000697	-2.150926E-5
0.335000	0.000753	-2.539341E-5
0.340000	0.000811	-2.957428E-5
0.345000	0.000871	-3.403913E-5
0.350000	0.000932	-3.877155E-5
0.355000	0.000995	-4.375142E-5
0.360000	0.001059	-4.895497E-5
0.365000	0.001124	-5.435491E-5
0.370000	0.001190	-5.992052E-5
0.375000	0.001256	-6.561783E-5
0.380000	0.001323	-7.140985E-5
0.385000	0.001390	-7.725680E-5
0.390000	0.001457	-8.311637E-5
0.395000	0.001523	-8.894401E-5
0.400000	0.001588	-9.469329E-5
0.405000	0.001652	-0.000100
0.410000	0.001715	-0.000106
0.415000	0.001776	-0.000111
0.420000	0.001835	-0.000116
0.425000	0.001891	-0.000121
0.430000	0.001945	-0.000125
0.435000	0.001997	-0.000129
0.440000	0.002044	-0.000132
0.445000	0.002089	-0.000135
0.450000	0.002130	-0.000137
0.455000	0.002166	-0.000139
0.460000	0.002199	-0.000140
0.465000	0.002226	-0.000140
0.470000	0.002250	-0.000140
0.475000	0.002268	-0.000138
0.480000	0.002281	-0.000137
0.485000	0.002289	-0.000134
0.490000	0.002292	-0.000131
0.495000	0.002289	-0.000126
0.500000	0.002281	-0.000121
0.505000	0.002267	-0.000116
0.510000	0.002248	-0.000109
0.515000	0.002223	-0.000102
0.520000	0.002192	-9.462847E-5
0.525000	0.002156	-8.629232E-5
0.530000	0.002114	-7.740047E-5
0.535000	0.002067	-6.801207E-5
0.540000	0.002014	-5.819279E-5
0.545000	0.001957	-4.801431E-5
0.550000	0.001894	-3.755378E-5
0.555000	0.001826	-2.689303E-5
0.560000	0.001753	-1.611782E-5
0.565000	0.001676	-5.316954E-6
0.570000	0.001594	5.418688E-6
0.575000	0.001508	1.599714E-5
0.580000	0.001418	2.632640E-5
0.585000	0.001325	3.631542E-5
0.590000	0.001228	4.587521E-5
0.595000	0.001128	5.491980E-5
0.600000	0.001025	6.336723E-5
0.605000	0.000919	7.114049E-5
0.610000	0.000811	7.816829E-5
0.615000	0.000701	8.438592E-5
0.620000	0.000589	8.973589E-5
0.625000	0.000476	9.416851E-5
0.630000	0.000361	9.764245E-5
0.635000	0.000246	0.000100
0.640000	0.000130	0.000102
0.645000	1.319863E-5	0.000102
0.650000	-0.000103	0.000101
0.655000	-0.000220	9.981520E-5
0.660000	-0.000335	9.717844E-5
0.665000	-0.000450	9.355153E-5
0.670000	-0.000565	8.896750E-5
0.675000	-0.000677	8.346813E-5
0.680000	-0.000788	7.710361E-5
0.685000	-0.000898	6.993196E-5
0.690000	-0.001005	6.201842E-5
0.695000	-0.001111	5.343484E-5
0.700000	-0.001213	4.425892E-5
0.705000	-0.001313	3.457348E-5
0.710000	-0.001411	2.446564E-5
